Mat
9
37
12
8
9
9
35
51
25
8
19
19
9
23
22
29
19
12
8
55
13
21
11
8
21
9
46
20
12
9
13
8
21
16
7
12
12
24
13
11
48
8
9
8
7
15
26
6
20
27
7
6
17
10
10
19
15
25
27
10
43
45
61
15
18
8
11
9
7
16
19
12
27
13
14
14
12
7
14
4
9
16
15
9
8
11
17
7
44
18
17
7
13
6
11
11
9
9
8
19
13
6
14
8
26
7
9
15
19
7
45
36
27
9
7
11
18
14
5
9
11
8
6
17
25
10
17
7
12
8
10
8
17
2
9
4
7
10
7
4
10
8
34
22
7
5
16
27
21
13
27
20
6
9
11
8
4
6
7
15
7
8
5
6
15
6
4
5
7
9
13
17
20
11
11
9
7
7
30
12
15
19
10
34
9
30
7
8
5
5
27
6
10
36
8
4
7
5
8
5
4
5
11
21
30
6
40
6
4
21
3
12
6
5
12
16
7
10
10
17
10
9
5
22
29
11
8
3
26
3
14
13
6
6
6
7
3
8
7
7
11
4
5
10
5
5
8
5
9
3
3
4
40
14
6
9
13
24
10
5
8
10
4
5
7
4
9
8
7
7
9
7
5
27
8
8
11
9
7
28
5
3
9
15
13
11
2
4
7
21
3
40
32
7
5
24
10
9
5
3
10
12
28
17
8
19
8
8
11
10
7
7
5
4
7
7
7
7
24
5
21
9
3
7
26
6
21
5
6
6
11
5
7
10
50
10
3
5
4
22
10
6
7
4
21
6
18
5
6
4
8
8
13
18
19
10
7
5
7
11
8
8
8
11
5
14
4
9
8
9
4
30
12
4
8
6
25
9
7
18
4
6
4
41
7
6
33
3
7
15
10
11
8
6
4
9
6
8
45
9
6
9
6
30
11
15
4
4
6
15
19
4
5
3
22
8
4
9
8
19
4
8
3
5
10
5
5
15
7
5
5
10
15
5
3
30
5
19
36
5
6
4
3
10
6
3
43
10
8
15
15
3
5
5
7
14
4
4
19
5
14
9
3
6
18
4
2
12
11
3
5
8
4
8
2
5
2
5
4
5
18
7
5
6
6
9
58
4
6
4
3
23
5
3
14
13
4
3
4
5
6
1
4
3
14
10
7
5
7
10
2
5
4
3
27
18
9
11
3
5
3
6
3
9
4
12
18
6
9
12
5
5
2
8
4
42
11
3
6
5
7
6
8
10
5
6
9
6
5
2
5
7
5
12
10
11
26
3
6
26
4
3
4
5
4
28
14
2
3
15
4
4
18
8
6
4
5
23
3
36
5
5
4
5
4
3
8
7
4
5
7
21
11
3
7
2
6
18
3
28
9
9
5
5
6
9
6
9
20
9
4
33
6
3
5
4
5
4
30
9
7
2
3
4
8
19
3
8
5
12
12
19
4
3
3
3
3
3
4
3
8
3
4
3
9
5
6
71
11
19
3
22
10
3
10
5
18
4
4
4
6
5
4
5
11
3
19
4
14
11
5
14
9
8
3
3
3
14
7
9
2
5
5
10
6
11
4
7
11
12
4
5
1
8
4
2
4
22
2
6
7
4
3
3
5
3
4
4
6
7
3
3
6
3
6
4
8
4
5
7
4
14
6
12
4
3
4
7
2
15
2
5
5
5
2
3
3
7
19
12
4
3
4
5
22
4
3
2
6
2
5
3
13
3
3
35
1
1
9
6
3
4
21
4
10
5
4
2
13
6
2
7
5
4
4
3
4
3
5
5
2
3
4
8
3
5
1
4
11
3
5
4
4
4
2
10
6
4
3
16
7
2
5
5
17
8
27
3
4
18
2
7
13
8
4
7
5
9
9
3
3
12
4
9
5
5
24
3
5
2
2
4
8
5
5
2
10
1
3
3
4
2
3
2
5
5
4
3
4
9
6
7
7
2
3
3
9
12
1
7
3
2
5
9
4
5
6
6
4
6
6
3
10
3
2
3
8
17
2
3
2
2
1
4
2
3
2
4
3
4
3
6
2
6
2
3
2
17
3
5
3
13
8
2
3
6
5
13
6
4
3
5
5
3
8
6
3
8
2
2
5
4
3
5
4
5
15
2
6
1
11
5
12
4
4
2
4
11
3
3
3
3
4
4
4
4
2
2
3
2
3
2
5
2
5
6
4
9
2
16
8
2
3
9
2
5
2
3
2
7
3
5
12
4
4
6
4
2
3
11
2
2
2
2
16
19
10
5
15
3
2
8
5
7
4
3
3
5
1
7
2
1
1
4
2
3
2
2
2
5
4
4
5
3
2
4
2
2
2
2
4
4
4
12
2
4
4
9
5
13
3
6
2
5
6
1
13
4
15
3
2
9
15
3
3
5
1
15
15
5
13
10
2
2
1
3
4
2
9
2
2
5
2
7
3
1
2
4
2
2
13
1
3
2
2
2
5
2
6
2
3
2
15
2
12
3
10
2
17
1
2
1
12
3
3
4
3
6
2
2
12
1
3
2
1
3
3
5
3
1
11
1
13
6
3
1
1
7
4
1
9
8
1
2
1
4
5
2
4
7
6
2
2
2
3
2
4
3
1
16
3
1
2
19
2
2
7
5
3
1
3
2
5
3
2
1
4
9
1
2
1
5
3
7
2
2
10
2
1
3
1
3
4
1
5
2
6
4
5
1
2
3
2
2
1
2
3
1
2
1
3
1
1
9
4
1
1
2
3
3
2
4
2
2
2
14
4
2
2
14
2
2
1
4
2
1
3
6
3
2
2
1
6
1
7
1
5
2
2
2
2
2
3
2
2
4
2
1
14
7
9
10
1
4
2
4
4
2
3
15
2
1
5
3
2
4
2
5
2
1
1
4
13
3
9
2
6
1
8
4
3
1
1
1
4
9
1
4
4
1
11
1
2
2
3
2
1
1
1
7
1
15
2
1
4
2
6
2
2
2
1
2
4
5
1
3
3
8
3
1
4
3
1
2
1
2
4
6
1
9
1
3
4
2
2
3
4
3
2
4
3
1
3
1
2
2
2
2
3
9
5
1
6
3
2
1
2
2
2
2
2
1
3
1
6
1
5
15
2
1
1
3
5
5
4
5
15
3
4
2
1
1
2
3
2
8
10
4
1
4
1
3
1
2
1
2
1
1
5
2
2
1
3
1
1
10
3
1
1
5
1
3
1
2
2
4
2
1
1
1
2
2
7
1
1
2
1
3
1
1
3
7
3
6
4
2
2
3
1
9
1
6
1
3
4
1
2
1
2
1
1
1
1
1
2
4
2
3
2
3
1
1
1
2
3
1
1
4
7
8
1
3
4
4
2
6
4
1
3
1
1
3
3
3
3
1
1
2
1
1
3
1
1
4
1
2
2
5
2
2
1
1
1
5
1
1
2
3
3
1
1
2
1
1
2
1
3
2
4
1
7
5
1
12
1
1
1
1
2
2
2
1
2
1
4
1
3
1
2
1
1
1
3
1
1
2
1
3
9
4
2
4
1
3
1
1
2
1
1
2
2
3
1
2
1
1
6
7
10
6
10
2
1
1
2
1
2
8
1
1
4
7
2
2
1
1
1
2
2
2
1
5
2
1
1
1
1
5
1
1
3
1
5
1
1
1
3
2
1
2
2
1
1
2
1
1
2
1
1
2
2
4
1
1
2
1
1
1
2
2
8
1
6
4
1
1
4
2
2
4
1
4
3
2
3
1
1
1
1
2
2
2
1
1
1
2
1
7
3
1
3
1
1
1
2
3
1
1
2
1
7
1
2
4
3
5
2
1
1
1
2
2
6
2
1
3
1
4
1
2
3
3
3
5
1
4
2
1
1
1
1
1
1
1
1
2
1
1
2
1
1
1
2
1
7
5
2
1
1
1
1
1
1
2
2
1
2
1
4
9
1
1
1
2
1
3
1
4
1
1
5
1
1
1
2
1
1
1
1
2
1
3
1
2
3
3
2
1
1
4
1
2
2
1
1
1
1
1
1
3
1
2
2
1
5
2
1
5
3
1
1
1
1
1
2
1
1
3
1
2
2
2
2
3
1
1
3
1
1
2
2
4
1
5
3
2
3
4
3
2
4
2
1
1
1
1
1
2
1
1
1
7
1
1
1
2
1
1
1
1
5
1
1
1
2
1
1
1
3
1
4
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
2
1
1
1
1
4
1
1
1
4
4
1
5
1
1
1
1
1
1
1
1
2
3
1
2
1
1
1
2
2
3
2
1
1
1
3
2
5
6
2
1
1
2
2
1
2
1
1
2
1
1
3
2
2
1
5
2
1
4
1
3
3
2
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
7
1
1
1
2
2
1
1
1
1
2
2
1
1
1
2
1
2
1
1
2
3
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
2
3
1
3
1
1
1
2
1
1
1
2
1
1
1
1
1
1
1
1
2
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
3
1
1
1
1
1
2
1
