Avg
17.62
5.64
23.5
4.7
14
15.55
20
19.71
23
34.5
12.54
19.57
17
13.6
22.66
7.55
10.46
27
11.25
33.75
16.87
8.37
22.33
4
26.4
10.15
14.66
18.71
21.83
11.9
13.1
11.9
9.28
16.25
18.42
4.6
21.5
32.25
12.9
25.8
16.12
21.33
6.4
18.28
16
32
32
18.14
14.11
5.52
21.16
15.75
14
9
10.5
5.04
20.83
25
20.83
20.83
20.83
20.83
15.62
31.25
15.5
20.66
20.66
24.8
10.25
20.5
15.37
2.36
10.25
13.66
30.5
7.17
7.17
24.4
10.08
12.1
6.36
24
14.87
16.85
29.5
19.66
23.4
19.5
10.63
19.5
11.6
16.57
8.28
16.57
11.6
7.25
10.45
8.84
19.16
19.16
22.8
7.6
11.4
8.76
57
11.4
16.28
7.6
22.6
7.53
14.12
18.83
8.69
10.27
18.83
11.2
112
18.66
16
37
18.5
5.55
27.75
9.25
10.09
15.71
22
27.5
18.33
27.25
18.16
18.16
10.8
15.42
18
27
15.42
17.83
17.83
21.4
17.83
15.28
17.66
10.6
15.14
10.6
11.77
6.23
15.14
21.2
17.66
13.12
26.25
5.83
26.25
15
13
13
34.66
17.33
25.75
14.71
5.72
6
20.4
20.4
17
10.2
5.05
20.2
16.83
50.5
14.42
50.5
11.22
25
10
16.66
19.8
3.8
99
49.5
9
11
19.8
12.37
7
19.6
5.76
19.6
12.25
49
10.88
12.25
48.5
8.08
10.77
19.4
16.16
19.4
16.16
16.16
10.77
13.71
32
16
16
12
16
13.71
96
12
6.78
23.75
13.57
15.66
23.5
15.66
31.33
8.54
10.44
23.5
47
10.33
11.62
23.25
18.6
15.5
7.15
10.33
4.65
18.4
15.33
5.35
22.75
10.11
5.05
7.58
13
22.5
15
6.42
10
15
30
6
11.25
11.12
8.9
8.9
8.9
14.83
8.9
29.33
22
11
9.77
14.66
11
22
8.8
44
17.4
17.4
10.87
29
17.4
29
10.75
10.75
17.2
17.2
12.28
9.55
10.62
17
14.16
21.25
21
21
5.6
21
42
12
16.6
20.75
20.75
9.22
16.6
13.83
10.25
10.25
20.5
16.4
8.1
16.2
5.78
27
20.25
16.2
8.1
3.68
40.5
13.5
26.66
20
40
13.33
20
26.66
20
20
15.8
11.28
13.16
11.14
19.5
11.14
19.5
19.25
19.25
5.5
25.66
9.62
12.83
8.44
9.5
19
19
38
10.85
5.84
9.5
10.85
12.66
12.5
8.33
12.5
12.5
12.5
12.33
6.72
18.5
18.5
14.8
12.33
14.8
14.8
9.12
9.12
4.86
18.25
10.42
73
10.42
9.12
14.6
10.28
18
24
9
4.8
12
23.66
14.2
14.2
17.75
14.2
11.83
10.14
17.75
23.66
23.66
35.5
14.2
23.66
7.77
35
17.5
11.66
17.5
11.66
23.33
6.27
5.3
17.25
23
7.66
17.25
23
23
11.33
17
8.5
11.33
6.8
6.18
8.37
9.57
16.75
16.75
22.33
13.4
6.09
16.75
22.33
-
33
7.33
3.47
6.6
11
7.33
10.83
16.25
9.28
9.28
9.28
10.83
32.5
13
9.14
32
8
21.33
32
32
21.33
21.33
10.66
32
21
15.75
10.5
9
12.6
9
10.5
15.5
10.33
15.5
20.66
15.5
62
7.75
12.4
15.25
6.77
15.25
15.25
15.25
10.16
12
5.45
20
10
30
10
12
60
7.5
15
5
11.8
19.66
11.8
5.9
11.8
14.75
7.37
29
4.14
4.83
11.6
8.28
5.27
29
14.5
58
9.66
19.33
29
7.12
14.25
19
11.4
19
8.14
11.4
28.5
14.25
14
28
18.66
4.3
28
14
28
13.75
27.5
7.85
13.75
6.87
13.75
9.16
27.5
4.58
18
7.71
27
9
13.5
5.4
27
13.5
-
6
10.8
18
17.66
17.66
10.6
26.5
17.66
5.3
26.5
8.66
13
26
8.66
8.66
13
10.4
26
4.72
26
3.46
7.42
17.33
26
52
6.5
10.4
26
17
5.66
25.5
25.5
25.5
12.75
7.28
12.75
8.5
5.66
8.5
51
12.75
12.75
10.2
17
10
12.5
50
5
9.8
49
12.25
3.5
16.33
12.25
7
8.16
9.8
48
9.6
12
8
9.6
12
24
11.75
5.22
23.5
23.5
23.5
11.75
9.4
7.83
11.75
23
6.57
11.5
23
11.5
46
23
9.2
46
7.66
46
5.62
6.42
7.5
22.5
22.5
9
22.5
15
22
11
8.8
22
14.66
22
22
22
21.5
14.33
6.14
21.5
21.5
14.33
8.6
43
21.5
7
14
14
42
2.62
7
14
10.5
5.25
14
10.25
41
8.2
10.25
20.5
8.2
6.66
13.33
40
20
20
8
20
6.66
40
8
9.75
13
9.75
9.75
13
13
9.75
19.5
5.57
13
19.5
2.29
4.33
3.9
4.33
39
19
9.5
7.6
7.6
9.5
9.5
4.75
9.5
19
19
7.6
12.66
9.5
9.5
9.5
12.66
38
18.5
7.4
5.28
18.5
9.25
12.33
4.62
18.5
9
9
18
18
18
18
6
3.88
17.5
5.83
5.83
17.5
3.18
17.5
8.75
11.66
17.5
11.66
17
17
17
6.8
17
2
8.5
17
8.5
17
4.85
17
11
11
16.5
16.5
4.71
5.5
16.5
5.5
8.25
11
5.5
33
6.6
8.25
16
10.66
16
8
5.33
6.2
31
5.16
15.5
6.2
7.75
10.33
7.75
15.5
4.42
6.2
7.75
4.42
5
15
-
15
7.5
7.5
15
7.5
7.5
10
15
30
10
15
15
30
10
9.66
7.25
9.66
9.66
14.5
5.8
29
7.25
14.5
9.33
4.66
7
-
28
28
9.33
7
7
7
3.11
7
5.6
7
14
28
28
9.33
7
5.6
3.37
6.75
13.5
9
13.5
6.75
13.5
9
27
6.75
13
-
5.2
6.5
8.66
13
5.2
13
13
3.71
6.5
13
13
4.33
26
4.33
12.5
12.5
8.33
6.25
6.25
-
25
12.5
6.25
25
2.77
12.5
12.5
8.33
25
8.33
12.5
25
5
3
8
2.4
8
8
6
4.8
-
2.66
12
3.42
24
6
11.5
23
23
11.5
5.75
11.5
11.5
23
11.5
23
5.75
7.66
22
7.33
11
7.33
11
11
11
7.33
7.33
11
11
7.33
3.14
3.66
11
11
22
4.4
-
2.62
7
10.5
5.25
10.5
21
7
3.5
7
4.2
21
10.5
5.25
21
10.5
7
10.5
10.5
5.25
21
10.5
6.66
6.66
10
6.66
20
20
10
5
10
20
20
6.66
6.66
10
9.5
19
9.5
9.5
4.75
9.5
3.16
9.5
9.5
9.5
3.16
6.33
9
2
9
9
18
18
9
4.5
9
18
6
9
6
9
3
18
4.5
9
17
8.5
4.25
8.5
8.5
5.66
17
3.4
2.42
4.25
5.66
3.4
17
4.25
8.5
8.5
-
17
8.5
5.66
8.5
8.5
16
8
8
16
5.33
3.2
2.28
8
3.2
8
-
8
8
16
4
2.66
16
8
4
5.33
5.33
4
7.5
15
7.5
15
3.75
3.75
7.5
7.5
15
15
7.5
15
15
3
7.5
7.5
7.5
7.5
14
7
14
14
7
3.5
7
7
7
14
7
4.66
14
7
7
14
-
3.5
3.5
14
14
14
4.66
7
6.5
6.5
6.5
13
6.5
6.5
4.33
4.33
6.5
6.5
13
6.5
4.33
2.6
6.5
6.5
2.6
3.25
-
12
6
6
-
6
4
6
12
12
12
6
6
2.4
6
5.5
5.5
11
-
11
2.75
1.83
5.5
5.5
5.5
11
1.83
5.5
5.5
3.66
3.66
3.66
3.66
5.5
11
5.5
3.66
3.66
3.66
3.66
11
10
5
2.5
10
10
5
3.33
10
3.33
5
2.5
3.33
5
-
10
5
5
5
5
10
3.33
5
5
3.33
5
5
5
9
9
4.5
1.8
4.5
4.5
9
-
-
4.5
4.5
2.25
3
4.5
3
9
4.5
1.5
4.5
9
9
-
-
2
4
8
8
-
2
4
8
4
4
4
8
4
4
2.66
4
8
-
2
8
1.6
8
-
4
2.66
8
2
1.75
3.5
3.5
3.5
3.5
3.5
3.5
2.33
7
3.5
1.75
7
2.33
7
3.5
1.4
2.33
7
3.5
3.5
-
7
3.5
7
-
3.5
6
3
3
3
2
2
-
3
6
-
3
2
-
3
3
1.5
3
1.5
2
3
3
3
1.5
-
3
3
3
3
6
6
3
3
3
2
6
3
5
-
2.5
2.5
-
2.5
1.66
2.5
2.5
2.5
2.5
-
5
2.5
5
2.5
1.25
2.5
2.5
5
5
5
5
2.5
5
5
5
2.5
4
4
4
2
2
4
4
2
2
0.66
2
2
4
1.33
4
4
2
4
-
-
2
2
4
4
2
4
2
-
1
2
4
3
-
3
1
-
3
1.5
3
3
3
0.75
3
1
1.5
-
1.5
-
1.5
-
3
1.5
-
3
3
3
-
-
-
1
1
1
-
1
0.4
1
1
1
-
-
2
1
1
2
1
2
2
2
2
2
1
1
-
-
1
0.5
0.5
0.5
1
0.5
-
1
0.25
1
-
0.5
1
1
-
0.5
0.5
0.5
1
0.33
-
1
-
-
-
-
-
-
0
0
0
0
0
0
0
0
0
0
-
0
0
0
0
0
0
0
0
-
0
0
-
0
0
-
0
-
0
0
-
0
0
0
-
0
0
0
-
0
0
0
0
0
0
0
-
0
-
0
0
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
