Avg
53.78
51.85
55.37
52.31
45.35
57.4
52.88
51.37
49.84
50.56
51.06
51.12
52.05
46.64
48.25
42.58
52.57
49.6
45.97
50.66
49.1
50.73
49.34
50.23
39.54
44.25
47.28
47.72
57.78
41.81
37.69
42.69
45.27
44.06
44.72
52.29
43.49
46.67
42.29
43.65
48.41
45.27
58.45
42.18
42.17
54.97
40.06
62.84
46.6
53.86
48.21
40.91
99.94
40.07
56.67
42.13
58.67
44.66
38.64
51.44
42.97
51.52
47.53
45.03
41.95
48.41
41.93
44.39
42.64
40.01
43.79
50.06
43.69
37.18
36.46
49.48
41.44
43.87
47.6
30.3
39.02
40.98
48.76
45.36
56.94
48.26
42.42
37.82
42.83
31.05
47.15
46.62
33.54
43.54
35.69
44.79
44.38
38.09
46.81
51.54
43.45
37.02
36.09
60.73
44.21
42.87
46.77
30
39.03
47.89
58.61
36.84
37.41
35.55
46.37
44.43
32.75
42.5
27.39
42.49
38.98
34.58
40.56
43.67
35.08
45.03
41.95
38.09
43.74
40.18
45.52
34.74
38.28
38.92
32.64
43.98
39.4
49.48
41.35
31.77
44.08
35.79
37.69
41.29
56.68
35.72
32.31
35.19
36.41
38.58
41.64
37.64
39.17
26.51
46.55
42.22
39.73
46.3
40.43
38.85
42.81
46.48
47.63
37.69
33.29
48.88
29.54
32.22
33.28
39.21
31.32
31.83
31.94
33.53
37.67
36.07
39.9
32.98
37.39
45.06
39.12
42.13
39.63
39.04
18.57
17.32
27.16
38.46
39.32
43.11
24.32
46.56
35.59
30.87
41.26
40.41
44.64
37.98
53.81
36.97
40.77
44.27
25.87
22.64
40.66
32.38
26.28
38.68
27.21
33.18
31.83
35.28
36.16
37.42
34.91
41
28.97
45.55
35.15
44.77
46.06
27.04
41.13
48.21
28.55
32.22
24
40.1
37.1
44.34
31.2
38.88
37.57
39.65
36.39
30.79
35.43
31.08
33.01
29.38
35.81
28.31
29.27
42.81
34.02
35.66
32.44
47.6
45.74
34.46
17.77
40.06
35.79
33.37
40.47
27.08
38.92
32.56
40
42.06
20.49
40.56
30.44
32
28.73
27.32
30.19
40.61
31.16
46
29.74
38.16
24.53
31.63
34.31
60.97
29.78
18.22
30.04
29.42
24.45
31.42
47.65
60.83
25.71
42.33
46.54
41.78
29.5
48.22
30.28
31.07
31.47
32.85
28.36
34.88
31.57
29.28
22.2
29.88
46.84
37.47
30.68
43.55
33
37.14
31.78
30.62
42.87
26.81
33.45
34.58
39.23
34.46
30.25
22.9
22.35
30.07
43.86
39.36
43.66
32.16
30.59
28.61
34.1
26.12
33.87
32.86
33.92
32.72
35.14
27.1
30.46
40.91
30.95
41.08
35.46
35.38
31.7
23.24
28.01
25.56
31.24
18.85
34.61
44.95
24.28
32.58
28.38
36.32
42.21
23.78
34.47
32.5
40.79
31.89
22.05
30.14
36.51
22.53
40.73
42.67
24.63
14.64
31.38
35.2
49.08
39.69
17.68
39.54
30.75
28.56
46.74
32.05
33.95
39.56
26.91
31.58
33.45
26.24
36.38
32.65
33.91
46.82
36.93
36.04
37.92
30.31
59.23
32.65
30.2
33.48
21.15
36.63
37.45
27.23
24.55
35.59
22.28
22.28
32.41
32.28
61.87
43.05
40.61
20.15
22.29
30.08
22.88
24.03
12.4
22.65
38.48
37.42
20.89
31.51
48.79
42.84
25.7
19.04
22.64
33.35
51.62
30.71
28.77
22.09
37.97
15.88
28.43
30.26
26.64
24.26
45.06
30.47
35.28
34.15
31.69
31.64
24.59
34.89
34
21.68
38.85
35.59
25.23
35.32
34.36
54.2
36.05
48
46.28
31.58
36.71
25.7
34.59
35.47
29.62
40.93
26.39
24.34
28.7
11.67
25.2
13.59
30.31
30.21
23.35
30.19
11.95
32.34
22.68
32.18
29.07
18.73
34.77
25.8
37.84
18.58
25.04
20.68
25.48
36.12
42.46
56.42
49.37
26.9
24.14
9.68
24.58
33.48
23.91
37.8
40.37
35.48
14.73
16.28
29.43
36.96
27.26
36.9
25.93
37.66
34.15
26.76
40
23.08
23.02
31.57
33.42
30.55
35.41
32.29
22.4
25.37
29.43
54.2
43.24
31.55
63.05
31.5
23.23
25.42
36.75
18.57
33.09
27.05
24.46
17.71
37.28
34.8
22.65
25.95
16.64
15.59
29.4
25
12.2
22.73
20.36
46.18
21.48
10.2
14.21
22.4
35.82
22.26
20.42
31.28
18.51
35.6
35.57
58.52
25.41
55
44.95
25.97
31.8
46.85
32.76
40.91
32.7
13.81
33.75
19.56
28.73
29.45
26.18
25.44
29.15
30.03
30.9
28.93
26.52
30.7
24.33
12.27
11.65
33.6
12.2
11.56
7.54
14.82
38.91
31.13
31.13
24.42
16.28
23.76
14.48
28.9
31.79
26.34
21.92
22.97
25.5
22.39
21.23
13.78
56.87
31.31
13.71
20.52
47.47
30
20.4
28.93
26.35
15.96
52.58
31.89
19.82
15.08
12.19
25.34
26.84
23.86
46.36
38.21
25.85
24.38
17.5
22.97
31.14
67.07
30.06
19.72
30.92
18
16.9
10.37
30.71
30.67
47.72
26.81
12.96
12.57
27.54
19.79
14.82
11.5
27.06
27.93
26.03
23.05
23
25.75
35.69
31.5
15.73
34.08
29.21
28.17
18.11
19.85
31.26
26.19
25.37
40.5
21.86
20.71
36.68
25.21
26
11.48
27.62
15.68
12.85
22.57
25.45
46.23
29.07
19.62
52.26
23.72
30.11
26.06
25.19
23.57
20.44
28.7
31
22.7
13.54
22.58
26.48
29.53
14.94
26.2
31.58
27.03
26.96
44.35
13.41
24.19
11.68
16.6
37.2
35.42
24.8
11.79
13.74
25.55
28.5
46
11.48
25.31
22.24
27.07
26.03
24.3
23.51
23.38
25.89
27.84
26.81
65.72
27.69
23.96
37.73
12.75
24.58
29.62
33.76
15.36
23.53
8.36
29.25
35.1
13.76
30.43
9.84
31.72
26.8
15.1
26.61
31.18
22.76
32.52
26.23
14.2
32.33
12.81
26.07
14.08
11.44
42.06
12.44
20.9
22.93
17.02
24.55
20.06
23.46
24.33
27.33
8.98
22.62
11.71
25.19
46.71
19.78
10.68
38.35
31
21.6
25.76
7.36
29.09
17.27
24.53
17.72
33.47
19.24
12.15
33.26
25.12
25.12
31.3
29.76
32.84
23.92
14.09
34.33
26.78
14.64
29.28
11.54
32.21
26.6
23.53
17.94
29.04
21.67
20.89
21.53
46.3
21.46
35.29
23.92
26.9
24.62
22.73
28.14
21.1
36.81
11.72
19.53
17.69
20.78
52.9
44.69
30.52
9.94
21.37
26.18
31.94
26.13
27.28
23.87
22.03
16.79
14.61
21.07
21.88
13.85
14.89
35.31
26.85
31.22
13.92
18.53
9.4
36.93
12.59
27.65
32.47
22.08
42.46
30.55
8.44
13.07
24.9
20.14
10.07
30.16
49.27
16.36
19.28
33.56
18.44
14.4
35.53
25.38
24.18
31.29
33.18
21.2
16.56
14.32
21.2
27.68
20.23
23.72
13.35
10.01
23.54
17.06
28.38
22.17
16.41
72.57
19.5
22
21.04
55.88
41.83
62.62
19.11
41.33
20.54
24.6
6.97
11.59
37.46
14.29
28.58
25.52
19.4
37.23
23
24.15
48.1
24.05
32.06
17.81
28.11
25.15
12.86
27.88
47.4
7.27
18.84
29.37
18.8
36.15
22.33
39.08
22.28
42.36
12.91
27.29
17.07
10.69
51.11
35.3
13.9
28.62
13.05
32.64
26.82
32.57
19.78
56.87
28.43
21.61
64.85
21.61
11.04
11
24.94
24.88
21.33
29.8
29.8
18.62
26.23
11.73
14.35
10.59
25.94
23.21
20.95
9.75
20.9
23
18.95
14.43
26.93
11.62
23.77
19.45
21.4
32.84
14.72
23.72
16.42
25.05
22.42
42.5
20.19
23.5
28.13
12.02
16.19
42.1
13.48
34.83
32.15
32
23.11
29.71
27.66
25.81
51.25
12.81
45.44
27.2
7.82
21.36
26.86
25.18
31
14.39
12.18
12.53
33.41
14.81
13.33
30.53
22
14.1
10.39
15.19
26.33
26.26
6.56
18.76
17.13
21.77
30.15
14.48
26.06
7.46
16.12
21.44
24.06
17.5
35
11.29
22.52
34.81
21.22
22.41
12.7
19
25.33
8.42
29.15
22.23
25.13
37.6
15.58
14.96
62.33
13.85
9.58
28.69
37.2
14.23
23.12
26.42
12.26
16.72
14.07
16.59
21.29
8.2
9
7.05
18.94
18.89
27.61
19.88
25.57
27.46
15.47
16.9
16.9
13.65
17.75
29.58
15.43
16.13
27.23
17.65
50.42
25.21
16.04
20.7
21.93
23.4
18.42
21.87
25
9.69
18.31
14.5
26.69
13.84
28.75
19.16
19.16
19.16
31.36
28.66
13.23
14.33
31.18
17.15
28.5
11.79
28.41
21.31
17
12.55
26.07
12.1
9.91
10.18
19.76
30.54
20.93
14.56
15.85
41.5
27.5
23.57
25.3
36.55
14.86
14.86
20.43
14.17
25
17.1
21.66
21.66
29.54
11.53
160.5
29.18
53.33
22.85
24.61
29
39.87
26.5
21.2
17.66
15.65
26
31.1
18.11
13.39
11.76
18
8.5
19.06
25.41
16.83
16.83
20.2
43.14
30.1
25
21.42
29.9
18.68
49.83
29.8
15.68
29.8
37.25
33.11
27
29.7
16.5
14.09
12.82
18.37
24.5
20.92
22.53
22.46
12.12
13.85
17.05
11.56
22.23
11.11
18
8.47
20.35
21.92
31.55
35.12
10.4
25.54
18.66
11.16
19.92
34.87
21.46
27.8
17.37
34.75
46.16
39.57
16.23
14.52
11.45
25
11.37
30.33
34
9.71
68
13.45
26.9
33.5
12.09
13.3
20.38
13.94
15.47
15.47
15.47
18.78
32.62
8.7
10.4
16.25
16.18
86.33
9.96
51.6
12.9
17.13
25.7
23.36
23.27
18.14
42.33
18.14
23.09
23.09
16.93
31.62
36
21
28
31.5
16.8
42
25.2
62.75
41.66
35.57
8.3
15.56
27.66
15.56
15.5
13.05
15.5
27.55
16.4
20.5
30.62
27.22
18.84
30.62
15.25
22.18
20.25
20.25
24.3
20.25
30.25
8.06
22
26.88
13.44
13.38
26.77
10
34.28
59.75
19.91
18.38
15.86
19.75
118.5
47.4
16.92
9.44
39.33
6.05
5.87
26.11
26
14.62
23.3
33.28
46.6
38.66
13.64
17.76
7.93
10.95
45.8
8.8
15.26
15.26
12.72
19.08
17.53
19
38
45.6
20.63
25.11
25.11
25.11
14.06
32.14
10.22
20.36
44.6
27.87
7.92
22.2
11.1
24.66
27.62
20.09
20.09
31.57
22
18.33
4.88
15.64
43.8
36.5
31.28
7.55
16.84
18.25
19.81
31.14
9.08
19.72
9.43
35.83
19.54
26.75
17.83
30.57
14.2
8.87
16.38
16.3
19.27
26.37
15.07
10.55
21
15
14.92
16.07
29.85
9.95
29.85
23.11
17.33
13
29.57
6.27
10.89
29.57
18.81
29.42
6.24
12.81
18.63
15.76
34
25.5
68
6.54
15.61
20.3
7.51
40.4
16.83
15.53
22.44
13.46
20.2
28.85
40.2
16.75
18.27
28.57
4.76
33.33
19.9
18
19.8
7.88
13.06
11.52
32.5
27.85
21.55
12.12
12.86
24.12
24.12
32
8.72
12.8
23.87
12.66
14.61
6.75
23.62
12.53
47
31.16
14.38
18.7
18.7
8.45
26.57
31
20.66
15.41
11.56
26.42
46
5.41
26.14
9.63
6.31
26.14
22.75
22.75
45.25
18.1
16.45
60.33
8.57
12
18
8.52
16.27
35.8
17.8
22.12
17.7
11.06
29.5
25.14
7.95
19.44
10.29
14.5
34.8
17.4
8.28
24.71
57.66
10.75
15.63
28.5
24.42
17.1
28.33
28.33
42.5
28.33
56.66
34
21.12
24.14
12.92
12
18.66
16.8
16.8
15.18
4.07
33.4
15.09
27.66
33.2
8.73
18.44
82.5
11.78
12.69
23.42
41
27.33
16.4
18.11
81.5
20.12
40.25
13.41
13.33
14.54
16
13.33
12.3
40
20
22.71
31.8
10.53
7.52
14.36
9.29
31.4
19.62
26
14.18
38.75
15.5
51.66
14
11.84
15.4
15.3
12.75
19.12
15.3
51
17
21.85
5.1
8
30.4
19
25.16
15.1
16.77
10.06
16.66
18.75
13.63
14.9
14.9
21.14
37
21.14
13.36
14.7
9.18
13.36
9.18
5.4
24.33
13.27
6.34
29.2
24.33
29
18.12
29
6.59
18
144
28.8
16
20.42
20.42
9.53
28.4
15.66
20.14
