Inn
30
25
22
61
30
127
26
23
57
24
116
24
27
50
27
24
30
22
27
59
22
73
28
63
87
16
68
44
29
56
28
33
28
30
26
101
29
72
29
16
41
94
19
21
32
34
138
22
43
27
42
20
33
63
19
27
27
22
22
22
28
50
18
24
80
22
56
20
27
27
36
25
41
31
39
14
31
20
26
23
29
30
22
28
25
60
43
34
31
12
13
24
67
28
24
19
26
21
29
27
39
50
27
26
45
44
19
21
20
50
34
64
15
60
20
20
29
15
18
68
57
22
28
67
19
13
38
33
17
32
50
16
23
23
18
17
26
42
42
26
20
38
23
58
69
22
30
19
25
33
7
27
28
25
11
14
10
27
12
25
20
109
56
13
39
18
21
28
14
22
21
10
22
15
33
19
22
39
18
11
92
27
18
26
16
23
12
23
12
45
20
29
48
9
17
42
17
37
16
20
14
30
10
17
21
9
21
60
53
18
19
25
16
19
32
18
45
39
54
19
19
23
58
21
19
24
36
19
50
18
23
24
13
33
22
36
24
21
13
22
18
20
46
34
10
44
15
16
15
21
16
24
22
12
39
9
17
57
22
16
16
13
40
62
38
12
30
31
15
27
31
46
32
17
15
88
24
26
20
14
28
15
67
30
20
17
23
12
40
21
12
21
20
38
21
17
71
14
18
15
12
25
37
7
35
45
13
12
30
18
16
32
25
34
37
18
58
55
84
23
26
14
18
16
14
28
22
22
38
22
19
24
23
14
24
7
16
27
19
18
16
20
18
14
47
25
31
14
25
12
18
19
18
12
13
28
24
11
22
13
34
12
17
26
33
14
50
42
39
18
11
18
31
22
10
13
15
14
10
30
30
18
28
13
20
16
16
12
32
3
11
7
14
14
13
8
16
16
38
31
13
10
21
38
31
21
41
19
12
18
21
16
8
10
12
19
12
16
7
12
23
10
8
9
12
15
23
25
31
18
17
15
13
14
42
21
23
30
14
39
16
40
14
13
9
9
40
11
16
47
16
8
13
10
16
8
7
8
19
31
37
11
49
10
8
34
5
21
10
8
23
26
13
19
18
24
17
15
8
38
45
19
16
5
45
6
25
19
11
11
12
14
6
14
13
12
17
8
7
15
9
9
16
8
12
4
6
7
47
20
10
16
22
26
16
10
16
14
8
10
13
8
17
15
12
13
12
13
9
39
12
9
19
18
10
34
9
6
15
22
20
13
3
6
14
32
6
58
47
10
9
28
11
8
8
6
19
16
42
24
8
31
15
15
20
16
13
13
9
6
14
12
10
10
28
8
27
13
5
8
36
10
29
10
10
11
15
7
11
18
68
15
6
8
7
34
18
12
11
7
30
12
29
8
11
8
13
11
18
26
19
16
12
8
14
21
13
15
14
16
9
24
7
14
13
17
7
41
20
7
11
10
37
17
12
18
7
9
4
53
13
10
47
6
12
17
15
16
12
9
5
18
12
10
66
10
10
12
10
52
17
23
7
8
10
19
26
8
9
6
31
15
8
15
14
34
8
15
6
8
15
10
10
26
10
7
9
16
19
8
6
45
8
31
42
8
8
8
5
15
11
4
54
19
11
25
20
5
10
10
12
24
7
8
29
9
21
13
5
11
24
7
3
18
16
6
8
13
7
11
4
7
4
7
8
10
20
14
9
10
10
12
80
6
12
8
6
31
9
5
18
18
8
6
6
10
10
2
8
5
19
15
12
10
13
16
4
9
7
5
37
27
14
21
5
9
6
11
5
15
6
16
20
10
12
16
9
10
3
10
7
59
19
5
9
7
10
9
15
15
8
11
12
10
7
4
7
14
10
17
17
19
39
6
11
35
7
6
6
10
5
38
18
2
6
18
7
7
24
14
10
7
8
38
6
51
10
9
7
7
6
6
12
9
8
10
7
31
20
6
12
4
10
21
6
50
8
15
9
8
6
12
10
14
23
9
7
38
10
5
10
7
9
6
35
14
9
4
4
7
13
27
6
9
9
18
22
26
7
6
6
6
6
6
8
4
11
6
8
5
13
8
10
104
15
20
5
28
20
5
15
10
24
5
8
7
7
8
5
8
17
6
30
7
17
12
10
19
13
13
6
6
5
22
13
17
2
10
9
18
7
18
8
13
14
15
6
10
1
10
7
3
6
36
4
12
12
7
6
5
6
6
7
7
12
8
6
5
9
6
8
6
13
8
8
12
7
19
10
21
7
6
7
10
4
28
4
8
8
8
3
6
6
10
27
20
5
6
8
10
27
7
6
4
8
4
9
5
17
6
5
38
2
2
17
10
5
8
17
7
19
6
8
4
17
9
3
12
10
6
7
5
6
6
9
8
3
6
7
11
6
7
1
8
14
6
8
7
5
7
4
14
9
5
3
19
9
4
7
8
24
10
34
5
6
22
4
11
23
13
7
11
9
16
13
6
4
18
8
12
10
10
27
6
10
4
4
8
10
8
9
4
15
2
6
5
8
3
5
4
9
9
6
5
8
13
10
9
11
4
4
6
15
14
2
10
6
4
6
15
7
10
9
10
6
5
11
6
18
4
4
6
11
33
2
6
4
4
2
6
4
4
4
5
6
8
6
12
4
8
4
4
4
25
4
8
6
15
10
4
5
10
8
19
11
8
6
7
10
6
12
7
6
14
4
4
6
7
5
8
8
8
22
4
8
1
12
9
11
7
5
4
8
17
6
5
5
5
4
7
7
7
4
4
5
3
5
4
9
3
6
8
6
14
3
23
15
4
4
9
4
4
3
6
4
12
6
10
19
8
8
4
6
3
6
16
4
4
4
3
17
27
11
9
15
6
4
12
8
7
6
4
5
8
2
9
3
2
2
4
3
6
4
3
4
9
7
7
8
6
4
7
4
4
4
3
8
6
5
16
4
4
6
7
5
14
5
7
2
6
7
2
14
6
18
5
3
12
26
5
4
8
2
23
17
6
16
14
3
4
1
6
4
3
12
4
3
6
4
8
5
2
4
4
3
4
19
2
4
3
4
2
8
4
11
4
6
2
18
4
14
4
11
4
22
2
4
1
14
5
4
5
3
10
2
3
14
2
6
4
2
6
6
8
5
2
13
2
21
12
6
2
2
14
7
2
9
9
2
3
2
7
7
4
7
14
6
1
4
4
6
3
5
4
2
17
5
1
4
27
4
4
9
6
5
1
6
4
8
5
4
2
5
11
2
3
2
6
5
7
4
2
11
4
2
4
1
2
6
2
6
3
12
7
10
2
2
6
2
4
2
4
6
2
3
2
6
2
2
9
7
2
2
3
6
2
2
6
4
4
2
21
6
3
4
14
4
4
2
7
4
2
5
7
3
3
2
2
7
2
9
2
6
4
4
4
4
4
4
4
3
7
4
2
23
11
16
12
2
4
4
6
6
4
4
17
4
2
5
6
4
5
4
5
3
1
2
6
15
4
11
3
12
2
9
4
4
2
2
2
8
14
2
7
6
2
15
2
4
3
3
4
2
2
2
8
2
25
4
2
5
3
11
4
3
3
2
2
8
6
2
6
4
9
6
1
5
6
2
3
2
4
7
11
2
8
2
5
6
3
4
5
7
5
4
7
6
2
3
2
4
4
2
4
5
10
5
1
5
6
3
1
3
4
4
3
4
2
6
2
7
2
4
11
4
1
1
3
5
6
5
7
24
5
7
4
2
1
2
3
4
10
15
5
2
5
2
4
2
4
1
4
2
2
7
4
3
2
6
2
2
12
4
2
2
9
2
6
2
2
3
7
4
1
2
2
4
2
10
2
2
4
1
4
2
2
5
14
6
12
5
4
4
6
2
15
2
9
1
4
6
1
2
2
4
2
2
1
2
2
4
6
3
6
2
4
2
2
2
4
4
2
2
4
9
13
2
6
5
7
3
11
5
2
4
2
2
6
6
5
5
2
2
4
2
2
4
2
2
5
1
2
3
7
2
4
1
1
2
6
2
2
4
5
5
2
2
4
2
2
4
2
6
3
4
2
10
5
2
17
2
2
2
1
2
4
3
2
3
2
5
2
6
1
4
2
2
2
5
2
2
3
1
6
12
4
3
7
2
5
2
2
3
1
2
3
3
3
2
2
2
1
5
11
10
4
7
3
2
2
4
2
4
12
2
2
4
8
3
4
2
2
2
2
4
4
2
8
2
1
2
2
2
9
2
2
5
2
3
2
1
1
5
4
2
3
2
2
2
4
2
2
2
2
1
4
4
6
1
2
4
2
2
2
3
2
5
2
5
8
2
2
3
2
4
6
2
4
5
4
4
2
2
2
1
3
4
2
2
1
1
3
2
6
2
2
3
2
2
2
4
6
2
2
2
1
8
2
3
5
4
4
3
2
2
2
3
3
8
3
1
4
2
4
1
1
4
3
2
5
2
7
4
2
1
1
2
2
2
2
1
4
2
2
3
2
2
2
3
1
7
8
2
2
1
1
1
2
2
4
4
2
3
1
4
8
2
2
1
2
1
5
2
3
2
1
6
2
2
2
3
2
2
2
2
3
2
3
1
4
3
6
2
1
2
6
2
4
4
2
2
2
2
2
2
5
1
2
4
2
7
1
2
6
4
2
2
2
1
1
3
1
1
2
1
3
4
3
3
3
2
2
1
1
2
3
2
2
2
8
4
4
4
7
5
2
6
2
2
2
2
2
2
2
2
2
2
4
1
2
1
2
2
2
2
2
4
2
2
2
2
2
1
2
2
2
7
2
2
1
1
1
1
2
1
1
1
2
2
1
1
2
4
2
1
2
2
8
2
2
2
4
2
2
3
2
1
2
2
2
2
1
2
2
5
1
4
2
2
1
1
2
4
2
1
2
1
5
3
7
3
3
2
1
4
2
2
1
1
2
1
1
2
2
4
1
2
3
2
2
1
2
5
2
4
2
1
1
1
2
2
1
2
1
1
1
2
2
2
2
5
1
2
2
4
4
1
2
2
1
4
2
1
2
2
3
1
2
2
2
1
3
1
1
1
1
1
1
2
2
1
1
1
2
1
2
1
2
2
2
2
1
2
1
1
2
1
2
2
2
1
2
2
1
1
1
1
1
3
1
1
1
2
1
1
1
2
2
1
1
1
1
1
2
2
1
2
2
2
2
4
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
